movieId,title,genres
2959,Fight Club (1999),Action|Crime|Drama|Thriller
2961,The Story of Us (1999),Comedy|Drama
2962,Fever Pitch (1997),Comedy|Romance
2963,Joe the King (1999),Crime|Drama
2964,Julien Donkey-Boy (1999),Drama
2965,The Omega Code (1999),Action
2966,The Straight Story (1999),Adventure|Drama
2967,The Bad Seed (1956),Drama|Thriller
2968,Time Bandits (1981),Adventure|Comedy|Fantasy|Sci-Fi
2969,A Man and a Woman (1966),Drama|Romance
2970,Fitzcarraldo (1982),Adventure|Drama
2971,All That Jazz (1979),Drama|Fantasy|Musical
2972,Red Sorghum (Hong gao liang) (1987),Drama|War
2973,Crimes and Misdemeanors (1989),Comedy|Crime|Drama
2974,Bats (1999),Horror|Thriller
2975,The Best Man (1999),Comedy|Drama
2976,Bringing Out the Dead (1999),Drama
2977,Crazy in Alabama (1999),Comedy|Drama
2978,Three to Tango (1999),Comedy|Romance
2979,Body Shots (1999),Drama
2980,Men Cry Bullets (1997),Comedy|Drama
2982,The Guardian (1990),Horror|Thriller
2983,The Ipcress File (1965),Thriller
2985,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller
2986,RoboCop 2 (1990),Action|Crime|Sci-Fi|Thriller
2987,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery
2988,Melvin and Howard (1980),Drama
2989,For Your Eyes Only (1981),Action|Adventure|Thriller
2990,Licence to Kill (1989),Action|Adventure|Thriller
2991,Live and Let Die (1973),Action|Adventure|Thriller
2992,Rawhead Rex (1986),Horror|Thriller
2993,Thunderball (1965),Action|Adventure|Thriller
2995,House on Haunted Hill (1999),Horror|Thriller
2996,Music of the Heart (1999),Drama
2997,Being John Malkovich (1999),Comedy|Drama|Fantasy
2998,Dreaming of Joseph Lees (1999),Drama|Romance
3000,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy
3001,The Suburbans (1999),Drama
3002,My Best Fiend (Mein liebster Feind) (1999),Documentary
3003,Train of Life (Train de vie) (1998),Comedy|Drama|Romance|War
3004,The Bachelor (1999),Comedy|Romance
3005,The Bone Collector (1999),Thriller
3006,The Insider (1999),Drama|Thriller
3007,American Movie (1999),Documentary
3008,Last Night (1998),Drama|Sci-Fi
3009,Portraits Chinois (1996),Drama
3011,"They Shoot Horses, Don't They? (1969)",Drama
3013,Bride of Re-Animator (1990),Comedy|Horror
3015,Coma (1978),Thriller
3016,Creepshow (1982),Horror
3017,Creepshow 2 (1987),Horror
3018,Re-Animator (1985),Comedy|Horror|Sci-Fi
3019,Drugstore Cowboy (1989),Crime|Drama
3020,Falling Down (1993),Action|Drama
3021,The Funhouse (1981),Horror
3022,The General (1926),Comedy|War
3024,Piranha (1978),Horror|Sci-Fi
3025,Rough Night in Jericho (1967),Western
3026,Slaughterhouse (1987),Comedy|Horror
3028,The Taming of the Shrew (1967),Comedy
3029,Nighthawks (1981),Action|Drama
3030,Yojimbo (1961),Action|Adventure
3031,Repossessed (1990),Comedy
3032,The Omega Man (1971),Action|Drama|Sci-Fi|Thriller
3033,Spaceballs (1987),Comedy|Sci-Fi
3034,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical
3035,Mister Roberts (1955),Comedy|Drama|War
3036,"Quest for Fire (Guerre du feu, La) (1981)",Adventure|Drama
3037,Little Big Man (1970),Western
3038,A Face in the Crowd (1957),Drama
3039,Trading Places (1983),Comedy
3040,Meatballs (1979),Comedy
3041,Meatballs Part II (1984),Comedy
3042,Meatballs III (1987),Comedy
3043,Meatballs 4 (1992),Comedy
3044,Dead Again (1991),Mystery|Romance|Thriller
3045,Peter's Friends (1992),Comedy|Drama
3046,The Incredibly True Adventure of Two Girls in Love (1995),Comedy|Romance
3049,How I Won the War (1967),Comedy|War
3050,Light It Up (1999),Drama
3051,Anywhere But Here (1999),Comedy|Drama
3052,Dogma (1999),Adventure|Comedy|Fantasy
3053,The Messenger: The Story of Joan of Arc (1999),Drama|War
3054,PokÌ©mon: The First Movie (1998),Adventure|Animation|Children|Fantasy|Sci-Fi
3055,Felicia's Journey (1999),Thriller
3056,Oxygen (1999),Crime|Drama|Thriller
3057,Where's Marlowe? (1998),Comedy
3058,The Ape (1940),Horror|Sci-Fi
3060,The Commitments (1991),Comedy|Drama|Musical
3061,Holiday Inn (1942),Comedy|Musical
3062,The Longest Day (1962),Action|Drama|War
3063,Poison Ivy (1992),Drama|Thriller
3064,Poison Ivy: New Seduction (1997),Drama|Thriller
3065,Nothing to Lose (a.k.a. Ten Benny) (1996),Drama
3066,Tora! Tora! Tora! (1970),Action|Drama|War
3067,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),Comedy|Drama
3068,The Verdict (1982),Drama|Mystery
3070,The Adventures of Buckaroo Banzai Across the 8th Dimension (1984),Adventure|Comedy|Sci-Fi
3071,Stand and Deliver (1988),Comedy|Drama
3072,Moonstruck (1987),Comedy|Romance
3073,The Sandpiper (1965),Drama|Romance
3074,Jeremiah Johnson (1972),Western
3075,Repulsion (1965),Drama|Horror
3076,Irma la Douce (1963),Comedy
3077,42 Up (1998),Documentary
3079,Mansfield Park (1999),Comedy|Drama|Romance
3081,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance
3082,The World Is Not Enough (1999),Action|Adventure|Thriller
3083,All About My Mother (Todo sobre mi madre) (1999),Drama
3084,Home Page (1999),Documentary
3086,March of the Wooden Soldiers (a.k.a. Babes in Toyland) (1934),Children|Comedy|Fantasy
3087,Scrooged (1988),Comedy|Fantasy|Romance
3088,Harvey (1950),Comedy|Fantasy
3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),Drama
3090,Matewan (1987),Drama
3091,Kagemusha (1980),Drama|War
3093,McCabe & Mrs. Miller (1971),Drama|Western
3094,Maurice (1987),Drama|Romance
3095,The Grapes of Wrath (1940),Drama
3097,The Shop Around the Corner (1940),Comedy|Drama|Romance
3098,The Natural (1984),Drama
3099,Shampoo (1975),Comedy|Drama|Romance
3100,A River Runs Through It (1992),Drama
3101,Fatal Attraction (1987),Drama|Thriller
3102,Jagged Edge (1985),Crime|Romance|Thriller
3103,Stanley & Iris (1990),Drama|Romance
3104,Midnight Run (1988),Action|Comedy|Crime|Thriller
3105,Awakenings (1990),Drama|Mystery
3107,Backdraft (1991),Action|Drama
3108,The Fisher King (1991),Comedy|Drama|Fantasy|Romance
3109,The River (1984),Drama
3111,Places in the Heart (1984),Drama
3112,'night Mother (1986),Drama
3113,End of Days (1999),Action|Fantasy|Horror|Mystery|Thriller
3114,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy
3115,Flawless (1999),Drama
3117,Ride with the Devil (1999),Drama|Romance|War
3118,Tumbleweeds (1999),Drama
3120,The Distinguished Gentleman (1992),Comedy
3121,The Hitch-Hiker (1953),Drama|Film-Noir
3122,Santa Fe Trail (1940),Drama|Romance|Western
3124,Agnes Browne (1999),Comedy|Drama
3125,The End of the Affair (1999),Drama
3127,Holy Smoke (1999),Comedy|Drama
3128,A Map of the World (1999),Drama
3129,Sweet and Lowdown (1999),Comedy|Drama
3130,Bonfire of the Vanities (1990),Comedy|Crime|Drama
3132,Daddy Long Legs (1919),Comedy|Drama
3134,Grand Illusion (La grande illusion) (1937),Drama|War
3135,The Great Santini (1979),Drama
3136,The James Dean Story (1957),Documentary
3137,The Sea Wolves (1980),Action|War
3138,Stealing Home (1988),Drama
3141,The Two Jakes (1990),Drama
3142,U2: Rattle and Hum (1988),Documentary|Musical
3143,Hell in the Pacific (1968),Drama|War
3145,Cradle Will Rock (1999),Drama
3146,Deuce Bigalow: Male Gigolo (1999),Comedy
3147,The Green Mile (1999),Crime|Drama
3148,The Cider House Rules (1999),Drama
3149,Diamonds (1999),Mystery
3152,The Last Picture Show (1971),Drama
3153,The 7th Voyage of Sinbad (1958),Action|Adventure|Fantasy
3154,Blood on the Sun (1945),Drama|War
3155,Anna and the King (1999),Drama|Romance
3156,Bicentennial Man (1999),Drama|Romance|Sci-Fi
3157,Stuart Little (1999),Children|Comedy|Fantasy
3158,The Emperor and the Assassin (1999),Drama
3159,Fantasia 2000 (1999),Animation|Children|Musical|IMAX
3160,Magnolia (1999),Drama
3161,Onegin (1999),Drama|Romance
3163,Topsy-Turvy (1999),Comedy|Drama|Musical
3165,Boiling Point (1993),Action|Drama
3166,Brenda Starr (1989),Adventure
3167,Carnal Knowledge (1971),Comedy|Drama
3168,Easy Rider (1969),Adventure|Drama
3169,The Falcon and the Snowman (1985),Drama|Thriller
3171,Room at the Top (1959),Drama
3173,Any Given Sunday (1999),Drama
3174,Man on the Moon (1999),Comedy|Drama
3175,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi
3176,The Talented Mr. Ripley (1999),Drama|Mystery|Thriller
3177,Next Friday (2000),Comedy
3178,The Hurricane (1999),Drama
3179,Angela's Ashes (1999),Drama
3181,Titus (1999),Drama
3182,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",Documentary
3183,The Third Miracle (1999),Drama
3185,Snow Falling on Cedars (1999),Drama
3186,"Girl, Interrupted (1999)",Drama
3188,The Life and Times of Hank Greenberg (1998),Documentary
3189,My Dog Skip (1999),Children|Drama
3190,Supernova (2000),Adventure|Sci-Fi|Thriller
3194,The Way We Were (1973),Drama|Romance
3196,Stalag 17 (1953),Drama|War
3197,The Presidio (1988),Action|Crime|Romance|Thriller
3198,Papillon (1973),Crime|Drama
3199,Pal Joey (1957),Comedy|Drama|Musical|Romance
3200,The Last Detail (1973),Comedy|Drama
3201,Five Easy Pieces (1970),Drama
3203,Dead Calm (1989),Thriller
3204,The Boys from Brazil (1978),Action|Mystery|Thriller
3205,Black Sunday (La maschera del demonio) (1960),Horror
3206,Against All Odds (1984),Romance
3208,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),Action|Comedy
3210,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance
3211,A Cry in the Dark (1988),Drama
3213,Batman: Mask of the Phantasm (1993),Animation|Children
3214,American Flyers (1985),Drama
3216,"Vampyros Lesbos (Vampiras, Las) (1971)",Fantasy|Horror|Thriller
3217,A Star Is Born (1937),Drama
3218,Poison (1991),Drama
3219,Pacific Heights (1990),Mystery|Thriller
3221,The Draughtsman's Contract (1982),Drama
3224,Woman in the Dunes (Suna no onna) (1964),Drama
3225,Down to You (2000),Comedy|Romance
3230,The Odessa File (1974),Thriller
3232,Seven Chances (1925),Comedy
3235,Where the Buffalo Roam (1980),Comedy
3236,Zachariah (1971),Comedy|Musical|Western
3238,Eye of the Beholder (1999),Thriller
3239,Isn't She Great? (2000),Comedy
3241,The Cup (1999),Comedy
3243,Encino Man (1992),Comedy
3244,The Goodbye Girl (1977),Comedy|Romance
3246,Malcolm X (1992),Drama
3247,Sister Act (1992),Comedy|Crime
3248,Sister Act 2: Back in the Habit (1993),Comedy
3249,The Hand That Rocks the Cradle (1992),Drama|Thriller
3250,Alive (1993),Drama
3251,Agnes of God (1985),Drama|Mystery
3252,Scent of a Woman (1992),Drama
3253,Wayne's World (1992),Comedy
3254,Wayne's World 2 (1993),Comedy
3255,A League of Their Own (1992),Comedy|Drama
3256,Patriot Games (1992),Action|Thriller
3257,The Bodyguard (1992),Drama|Romance|Thriller
3258,Death Becomes Her (1992),Comedy|Fantasy
3259,Far and Away (1992),Adventure|Drama|Romance
3260,Howards End (1992),Drama
3261,Singles (1992),Comedy|Drama|Romance
3262,Twin Peaks: Fire Walk with Me (1992),Crime|Drama|Mystery|Thriller
3263,White Men Can't Jump (1992),Comedy|Drama
3264,Buffy the Vampire Slayer (1992),Action|Comedy|Horror
3265,Hard-Boiled (Lat sau san taam) (1992),Action|Crime|Drama|Thriller
3266,Man Bites Dog (C'est arrivÌ© prÌ¬s de chez vous) (1992),Comedy|Crime|Drama|Thriller
3267,"Mariachi, El (1992)",Action|Crime|Thriller|Western
3268,Stop! Or My Mom Will Shoot (1992),Action|Comedy
3269,Forever Young (1992),Drama|Romance|Sci-Fi
3270,The Cutting Edge (1992),Comedy|Drama|Romance
3271,Of Mice and Men (1992),Drama
3272,Bad Lieutenant (1992),Crime|Drama
3273,Scream 3 (2000),Comedy|Horror|Mystery|Thriller
3274,Single White Female (1992),Drama|Thriller
3275,The Boondock Saints (2000),Action|Crime|Drama|Thriller
3281,The Brandon Teena Story (1998),Documentary
3284,They Might Be Giants (1971),Comedy|Mystery|Romance
3285,The Beach (2000),Adventure|Drama
3286,Snow Day (2000),Comedy
3287,The Tigger Movie (2000),Animation|Children
3292,The Big Combo (1955),Film-Noir
3293,Conceiving Ada (1997),Drama|Sci-Fi
3294,Eaten Alive (1977),Horror
3296,To Sir with Love (1967),Drama
3298,Boiler Room (2000),Crime|Drama|Thriller
3299,Hanging Up (2000),Comedy|Drama
3300,Pitch Black (2000),Horror|Sci-Fi|Thriller
3301,The Whole Nine Yards (2000),Comedy|Crime
3304,Blue Collar (1978),Crime|Drama
3306,The Circus (1928),Comedy
3307,City Lights (1931),Comedy|Drama|Romance
3308,The Flamingo Kid (1984),Comedy|Drama
3310,The Kid (1921),Comedy|Drama
3311,The Man from Laramie (1955),Western
3313,Class Reunion (1982),Comedy
3316,Reindeer Games (2000),Action|Thriller
3317,Wonder Boys (2000),Comedy|Drama
3318,Deterrence (1999),Drama|Thriller
3320,Mifune's Last Song (Mifunes sidste sang) (1999),Comedy|Drama|Romance
3324,Drowning Mona (2000),Comedy
3325,The Next Best Thing (2000),Comedy|Drama
3326,What Planet Are You From? (2000),Comedy|Sci-Fi
3327,Beyond the Mat (1999),Documentary
3328,Ghost Dog: The Way of the Samurai (1999),Crime|Drama
3330,Splendor in the Grass (1961),Drama|Romance
3334,Key Largo (1948),Crime|Drama|Film-Noir|Thriller
3338,For All Mankind (1989),Documentary
3339,Cross of Iron (1977),War
3340,Bride of the Monster (1955),Horror|Sci-Fi
3341,Born Yesterday (1950),Comedy
3342,Birdy (1984),Drama|War
3344,Blood Feast (1963),Horror
3345,"Charlie, the Lonesome Cougar (1967)",Adventure|Children
3347,Never Cry Wolf (1983),Adventure|Drama
3350,A Raisin in the Sun (1961),Drama
3352,Brown's Requiem (1998),Drama
3354,Mission to Mars (2000),Sci-Fi
3355,The Ninth Gate (1999),Fantasy|Horror|Mystery|Thriller
3357,East-West (Est-ouest) (1999),Drama|Romance
3358,Defending Your Life (1991),Comedy|Drama|Fantasy|Romance
3359,Breaking Away (1979),Comedy|Drama
3360,Hoosiers (a.k.a. Best Shot) (1986),Drama|Romance
3361,Bull Durham (1988),Comedy|Drama|Romance
3362,Dog Day Afternoon (1975),Crime|Drama
3363,American Graffiti (1973),Comedy|Drama
3364,The Asphalt Jungle (1950),Crime|Film-Noir
3365,The Searchers (1956),Drama|Western
3367,The Devil's Brigade (1968),War
3368,The Big Country (1958),Romance|Western
3370,Betrayed (1988),Drama|Thriller
3372,The Bridge at Remagen (1969),Action|War
3373,Buck and the Preacher (1972),Western
3374,Daughters of the Dust (1991),Drama
3375,Destination Moon (1950),Sci-Fi
3377,Hangmen Also Die (1943),Drama|War
3379,On the Beach (1959),Drama
3384,The Taking of Pelham One Two Three (1974),Action|Crime
3385,Volunteers (1985),Comedy
3386,JFK (1991),Drama|Mystery|Thriller
3387,Who's Harry Crumb? (1989),Comedy|Mystery
3388,Harry and the Hendersons (1987),Children|Comedy
3390,Shanghai Surprise (1986),Adventure|Crime|Drama|Romance
3391,Who's That Girl? (1987),Comedy
3392,She-Devil (1989),Comedy
3394,Blind Date (1987),Comedy|Romance
3395,Nadine (1987),Comedy
3396,The Muppet Movie (1979),Adventure|Children|Comedy|Musical
3397,The Great Muppet Caper (1981),Children|Comedy
3398,The Muppets Take Manhattan (1984),Children|Comedy|Musical
3399,Sesame Street Presents Follow That Bird (1985),Children|Comedy
3403,Raise the Titanic (1980),Drama|Thriller
3404,Titanic (1953),Action|Drama
3405,A Night to Remember (1958),Action|Drama
3406,Captain Horatio Hornblower R.N. (1951),Action|Adventure|Drama|War
3408,Erin Brockovich (2000),Drama
3409,Final Destination (2000),Drama|Thriller
3412,The Bear (1988),Adventure|Children|Drama
3415,The Mirror (1975),Drama
3417,The Crimson Pirate (1952),Adventure|Comedy
3418,Thelma & Louise (1991),Adventure|Crime|Drama
3420,...And Justice for All (1979),Drama|Thriller
3421,Animal House (1978),Comedy
3422,She's Gotta Have It (1986),Comedy|Romance
3424,Do the Right Thing (1989),Drama
3426,Jungle Fever (1991),Drama|Romance
3427,Coogan's Bluff (1968),Crime
3428,The Champ (1979),Drama
3429,Creature Comforts (1989),Animation|Comedy
3430,Death Wish (1974),Action|Crime|Drama
3431,Death Wish 2 (1982),Action|Drama
3432,Death Wish 3 (1985),Action|Drama
3433,Death Wish 4: The Crackdown (1987),Action|Drama
3434,Death Wish 5: The Face of Death (1994),Action|Drama
3435,Double Indemnity (1944),Crime|Drama|Film-Noir
3436,Dying Young (1991),Drama|Romance
3438,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children|Fantasy
3440,Teenage Mutant Ninja Turtles III (1993),Action|Adventure|Children|Comedy|Fantasy
3441,Red Dawn (1984),Action|Drama|War
3442,Band of the Hand (1986),Action|Crime|Drama
3444,Bloodsport (1988),Action
3445,Eyes of Laura Mars (1978),Mystery|Thriller
3446,Funny Bones (1995),Comedy|Drama
3447,The Good Earth (1937),Drama
3448,"Good Morning, Vietnam (1987)",Comedy|Drama|War
3450,Grumpy Old Men (1993),Comedy
3451,Guess Who's Coming to Dinner (1967),Drama
3452,Romeo Must Die (2000),Action|Crime|Romance|Thriller
3453,Here on Earth (2000),Drama|Romance
3454,Whatever It Takes (2000),Comedy|Romance
3457,Waking the Dead (2000),Drama|Thriller
3459,Gothic (1986),Drama|Horror
3461,Lord of the Flies (1963),Adventure|Drama|Thriller
3462,Modern Times (1936),Comedy|Drama|Romance
3466,Heart and Souls (1993),Comedy|Fantasy
3467,Hud (1963),Drama|Western
3468,The Hustler (1961),Drama
3469,Inherit the Wind (1960),Drama
3470,Dersu Uzala (1975),Adventure|Drama
3471,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi
3473,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976),Comedy
3475,A Place in the Sun (1951),Drama|Romance
3476,Jacob's Ladder (1990),Horror|Mystery
3477,Empire Records (1995),Comedy|Drama
3478,"Bamba, La (1987)",Drama
3479,Ladyhawke (1985),Adventure|Fantasy|Romance
3480,Lucas (1986),Drama|Romance
3481,High Fidelity (2000),Comedy|Drama|Romance
3483,The Road to El Dorado (2000),Animation|Children
3484,The Skulls (2000),Thriller
3485,Autopsy (Macchie Solari) (1975),Horror
3487,El Dorado (1966),Western
3488,The Hideous Sun Demon (1959),Horror|Sci-Fi
3489,Hook (1991),Adventure|Comedy|Fantasy
3490,Horror Express (1972),Horror
3493,Torso (1973),Horror|Mystery|Thriller
3494,True Grit (1969),Adventure|Drama|Western
3496,Madame Sousatzka (1988),Drama
3497,Max Dugan Returns (1983),Comedy
3498,Midnight Express (1978),Drama
3499,Misery (1990),Drama|Horror|Thriller
3500,Mr. Saturday Night (1992),Comedy|Drama
3501,Murphy's Romance (1985),Comedy|Romance
3502,My Life (1993),Drama
3503,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi
3504,Network (1976),Comedy|Drama
3505,No Way Out (1987),Drama|Mystery|Thriller
3506,North Dallas Forty (1979),Comedy|Drama
3507,The Odd Couple (1968),Comedy
3508,The Outlaw Josey Wales (1976),Action|Adventure|Drama|Thriller|Western
3509,Black and White (1999),Drama
3510,Frequency (2000),Drama|Thriller
3511,Ready to Rumble (2000),Comedy
3512,Return to Me (2000),Drama|Romance
3513,Rules of Engagement (2000),Drama|Thriller
3514,Joe Gould's Secret (2000),Drama
3515,Me Myself I (2000),Comedy|Romance
3516,"Bell, Book and Candle (1958)",Comedy|Fantasy|Romance
3519,Force 10 from Navarone (1978),Action|Drama|War
3521,Mystery Train (1989),Comedy|Drama
3523,Taffin (1988),Action|Thriller
3524,Arthur (1981),Comedy|Romance
3525,Bachelor Party (1984),Comedy
3526,Parenthood (1989),Comedy|Drama
3527,Predator (1987),Action|Sci-Fi|Thriller
3528,The Prince of Tides (1991),Drama|Romance
3529,The Postman Always Rings Twice (1981),Crime|Thriller
3534,28 Days (2000),Drama
3535,American Psycho (2000),Crime|Horror|Mystery|Thriller
3536,Keeping the Faith (2000),Comedy|Drama|Romance
3538,East is East (1999),Comedy
3539,The Filth and the Fury (2000),Documentary
3543,Diner (1982),Comedy|Drama
3544,Shakes the Clown (1992),Comedy
3545,Cabaret (1972),Drama|Musical
3546,What Ever Happened to Baby Jane? (1962),Drama|Horror|Thriller
3547,Prick Up Your Ears (1987),Comedy|Drama
3548,Auntie Mame (1958),Comedy|Drama
3549,Guys and Dolls (1955),Comedy|Musical|Romance
3550,The Hunger (1983),Horror
3551,Marathon Man (1976),Crime|Drama|Thriller
3552,Caddyshack (1980),Comedy
3553,Gossip (2000),Drama|Thriller
3554,Love and Basketball (2000),Drama|Romance
3555,U-571 (2000),Action|Thriller|War
3556,The Virgin Suicides (1999),Drama|Romance
3557,Jennifer 8 (1992),Mystery|Thriller
3559,Limelight (1952),Comedy|Drama|Romance
3562,Committed (2000),Comedy|Drama
3563,The Crow: Salvation (2000),Action|Horror
3564,The Flintstones in Viva Rock Vegas (2000),Children|Comedy
3565,Where the Heart Is (2000),Comedy|Drama
3566,The Big Kahuna (2000),Comedy|Drama
3569,The Idiots (1998),Comedy|Drama
3571,Time Code (2000),Comedy|Drama
3573,Carnosaur 2 (1995),Horror|Sci-Fi
3574,Carnosaur 3: Primal Species (1996),Horror|Sci-Fi
3576,The Hidden (1987),Action|Horror|Sci-Fi
3577,Two Moon Junction (1988),Drama|Romance
3578,Gladiator (2000),Action|Adventure|Drama
3581,Human Traffic (1999),Comedy
3585,The Great Locomotive Chase (1956),Adventure|War
3587,Inferno (1980),Horror
3588,The King of Marvin Gardens (1972),Crime|Drama
3590,The Lords of Flatbush (1974),Comedy|Drama
3591,Mr. Mom (1983),Comedy|Drama
3593,Battlefield Earth (2000),Action|Sci-Fi
3594,Center Stage (2000),Drama|Musical
3596,Screwed (2000),Comedy
3598,Hamlet (2000),Crime|Drama|Romance|Thriller
3599,Anchors Aweigh (1945),Comedy|Musical
3604,Gypsy (1962),Musical
3606,On the Town (1949),Comedy|Musical|Romance
3608,Pee-wee's Big Adventure (1985),Adventure|Comedy
3609,Regret to Inform (1998),Documentary
3614,Honeymoon in Vegas (1992),Comedy|Romance
3615,Dinosaur (2000),Adventure|Animation|Children
3616,Loser (2000),Comedy|Romance
3617,Road Trip (2000),Comedy
3618,Small Time Crooks (2000),Comedy|Crime
3619,The Hollywood Knights (1980),Comedy
3621,Possession (1981),Drama|Horror
3622,The Twelve Chairs (1970),Comedy
3623,Mission: Impossible II (2000),Action|Adventure|Thriller
3624,Shanghai Noon (2000),Action|Adventure|Comedy|Western
3625,Better Living Through Circuitry (1999),Documentary
3626,8 å_ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999),Comedy
3627,Carnival of Souls (1962),Horror|Thriller
3628,Flying Tigers (1942),Action|Drama|Romance|War
3629,The Gold Rush (1925),Adventure|Comedy|Romance
3630,The House of Exorcism (1973),Horror
3632,Monsieur Verdoux (1947),Comedy|Crime
3633,On Her Majesty's Secret Service (1969),Action|Adventure|Romance|Thriller
3634,Seven Days in May (1964),Thriller
3635,The Spy Who Loved Me (1977),Action|Adventure|Thriller
3637,Vagabond (Sans toit ni loi) (1985),Drama
3638,Moonraker (1979),Action|Adventure|Sci-Fi|Thriller
3639,The Man with the Golden Gun (1974),Action|Adventure|Thriller
3643,The Fighting Seabees (1944),Action|Drama|War
3644,Dark Command (1940),Western
3646,Big Momma's House (2000),Comedy
3648,The Abominable Snowman (1957),Horror|Sci-Fi
3649,American Gigolo (1980),Drama
3652,The City of the Living Dead (a.k.a. Gates of Hell (1980),Horror
3653,The Endless Summer (1966),Documentary
3654,The Guns of Navarone (1961),Action|Adventure|Drama|War
3655,Blow-Out (La grande bouffe) (1973),Drama
3658,Quatermass and the Pit (1967),Horror|Sci-Fi
3659,Quatermass 2 (Enemy from Space) (1957),Sci-Fi|Thriller
3660,Puppet Master (1989),Horror|Sci-Fi|Thriller
3661,Puppet Master II (1991),Horror|Sci-Fi|Thriller
3662,Puppet Master III: Toulon's Revenge (1991),Horror|Sci-Fi|Thriller
3663,Puppet Master 4 (1993),Horror|Sci-Fi|Thriller
3664,Puppet Master 5: The Final Chapter (1994),Horror|Sci-Fi|Thriller
3665,Curse of the Puppet Master (Puppet Master 6: The Curse) (1998),Horror|Sci-Fi|Thriller
3666,Retro Puppet Master (Puppet Master 7) (1999),Horror|Sci-Fi|Thriller
3668,Romeo and Juliet (1968),Drama|Romance
3670,Story of G.I. Joe (1945),War
3671,Blazing Saddles (1974),Comedy|Western
3672,Benji (1974),Adventure|Children
3673,Benji the Hunted (1987),Adventure|Children
3675,White Christmas (1954),Comedy|Musical|Romance
3676,Eraserhead (1977),Drama|Horror
3677,Baraka (1992),Documentary
3678,The Man with the Golden Arm (1955),Drama
3679,The Decline of Western Civilization (1981),Documentary|Musical
3680,The Decline of Western Civilization Part II: The Metal Years (1988),Documentary
3681,For a Few Dollars More (Per qualche dollaro in piÌ_) (1965),Action|Drama|Thriller|Western
3682,Magnum Force (1973),Action|Crime|Drama|Thriller
3683,Blood Simple (1984),Crime|Drama|Film-Noir
3684,The Fabulous Baker Boys (1989),Drama|Romance
3685,Prizzi's Honor (1985),Comedy|Drama|Romance
3686,Flatliners (1990),Horror|Sci-Fi|Thriller
3688,Porky's (1982),Comedy
3689,Porky's II: The Next Day (1983),Comedy
3690,Porky's Revenge (1985),Comedy
3692,Class of Nuke 'Em High (1986),Comedy|Horror
3693,The Toxic Avenger (1985),Comedy|Horror
3694,"Toxic Avenger, Part II, The (1989)",Comedy|Horror
3695,The Toxic Avenger Part III: The Last Temptation of Toxie (1989),Comedy|Horror
3696,Night of the Creeps (1986),Comedy|Horror|Sci-Fi|Thriller
3697,Predator 2 (1990),Action|Sci-Fi|Thriller
3698,The Running Man (1987),Action|Sci-Fi
3699,Starman (1984),Adventure|Drama|Romance|Sci-Fi
3700,The Brother from Another Planet (1984),Drama|Sci-Fi
3701,Alien Nation (1988),Crime|Drama|Sci-Fi|Thriller
3702,Mad Max (1979),Action|Adventure|Sci-Fi
3703,The Road Warrior (1981),Action|Adventure|Sci-Fi
3704,Mad Max Beyond Thunderdome (1985),Action|Adventure|Sci-Fi
3705,Bird on a Wire (1990),Action|Comedy|Romance
3706,Angel Heart (1987),Film-Noir|Horror|Mystery|Thriller
3707,9 1/2 Weeks (Nine 1/2 Weeks) (1986),Drama|Romance
3708,Firestarter (1984),Horror|Thriller
3709,Sleepwalkers (1992),Horror
3710,Action Jackson (1988),Action|Comedy|Crime|Thriller
3712,Soapdish (1991),Comedy
3713,The Long Walk Home (1990),Drama
3714,Clara's Heart (1988),Drama
3715,Burglar (1987),Comedy|Crime
3717,Gone in 60 Seconds (2000),Action|Crime
3718,American Pimp (1999),Documentary
3719,Love's Labour's Lost (2000),Comedy|Romance
3721,Trixie (2000),Comedy|Crime|Mystery
3723,Hamlet (1990),Drama
3724,Coming Home (1978),Drama|War
3725,American Pop (1981),Animation|Musical
3726,Assault on Precinct 13 (1976),Action|Thriller
3727,Near Dark (1987),Horror|Western
3728,One False Move (1992),Crime|Drama|Film-Noir|Thriller
